class,field,value
weapon_ssg08,m_szTracerParticle,particles/weapons/cs_weapon_fx/weapon_tracers_rifle_ssg.vpcf
weapon_ssg08,m_szWorldModel,weapons/models/ssg08/weapon_snip_ssg08.vmdl
weapon_ssg08,m_vecMuzzlePos0,48.901|-5.688|-3.681
weapon_awp,_base,weapon_awp_prefab
weapon_awp,_class,weapon_awp
weapon_awp,_not_pickable,1
weapon_awp,m_GearSlot,GEAR_SLOT_RIFLE
weapon_awp,m_GearSlotPosition,0
weapon_awp,m_WeaponType,WEAPONTYPE_SNIPER_RIFLE
weapon_awp,m_bAllowFlipping,true
weapon_awp,m_bAutoSwitchFrom,true
weapon_awp,m_bAutoSwitchTo,true
weapon_awp,m_bBuiltRightHanded,true
weapon_awp,m_bCannotShootUnderwater,false
weapon_awp,m_bHasBurstMode,false
weapon_awp,m_bHideViewModelWhenZoomed,true
weapon_awp,m_bIsFullAuto,false
weapon_awp,m_bIsRevolver,false
weapon_awp,m_bMeleeWeapon,false
weapon_awp,m_bReserveAmmoAsClips,true
weapon_awp,m_bUnzoomsAfterShot,true
weapon_awp,m_eSilencerType,WEAPONSILENCER_NONE
weapon_awp,m_flArmorRatio,1.95
weapon_awp,m_flAttackMovespeedFactor,1.0
weapon_awp,m_flCycleTime,1.455
weapon_awp,m_flCycleTimeWhenInBurstMode,0.0
weapon_awp,m_flDeployDuration,1.266667
weapon_awp,m_flDisallowAttackAfterReloadStartDuration,3.666667
weapon_awp,m_flFlinchVelocityModifierLarge,0.35
weapon_awp,m_flFlinchVelocityModifierSmall,0.4
weapon_awp,m_flHeadshotMultiplier,4.0
weapon_awp,m_flInaccuracyAltSoundThreshold,0.0
weapon_awp,m_flInaccuracyCrouch,0.0606|0.0015
weapon_awp,m_flInaccuracyFire,0.05385|0.05385
weapon_awp,m_flInaccuracyJump,0.13383|0.13383
weapon_awp,m_flInaccuracyJumpApex,0.0
weapon_awp,m_flInaccuracyJumpInitial,0.17286
weapon_awp,m_flInaccuracyLadder,0.1365|0.1365
weapon_awp,m_flInaccuracyLand,0.000307|0.0001
weapon_awp,m_flInaccuracyMove,0.17648|0.17648
weapon_awp,m_flInaccuracyPitchShift,0.0
weapon_awp,m_flInaccuracyReload,0.0
weapon_awp,m_flInaccuracyStand,0.0808|0.002
weapon_awp,m_flMaxSpeed,200.0|100.0
weapon_awp,m_flPenetration,2.5
weapon_awp,m_flRange,8192.0
weapon_awp,m_flRangeModifier,0.99
weapon_awp,m_flRecoilAngle,0.0|0.0
weapon_awp,m_flRecoilAngleVariance,20.0|20.0
weapon_awp,m_flRecoilMagnitude,78.0|25.0
weapon_awp,m_flRecoilMagnitudeVariance,15.0|2.0
weapon_awp,m_flRecoveryTimeCrouch,0.24671
weapon_awp,m_flRecoveryTimeCrouchFinal,0.24671
weapon_awp,m_flRecoveryTimeStand,0.34539
weapon_awp,m_flRecoveryTimeStandFinal,0.34539
weapon_awp,m_flSpread,0.0002|0.0002
weapon_awp,m_flTimeBetweenBurstShots,0.0
weapon_awp,m_flZoomTime0,0.05
weapon_awp,m_flZoomTime1,0.05
weapon_awp,m_flZoomTime2,0.05
weapon_awp,m_iDefaultClip1,-1
weapon_awp,m_iDefaultClip2,-1
weapon_awp,m_iMaxClip1,5
weapon_awp,m_iMaxClip2,0
weapon_awp,m_iRumbleEffect,2
weapon_awp,m_iWeight,30
weapon_awp,m_nCrosshairDeltaDistance,3
weapon_awp,m_nCrosshairMinDistance,8
weapon_awp,m_nDamage,115
weapon_awp,m_nKillAward,100
weapon_awp,m_nNumBullets,1
weapon_awp,m_nPrice,4750
weapon_awp,m_nPrimaryAmmoType,BULLET_PLAYER_338MAG
weapon_awp,m_nPrimaryReserveAmmoMax,2
weapon_awp,m_nRecoilSeed,4100
weapon_awp,m_nRecoveryTransitionEndBullet,5
weapon_awp,m_nRecoveryTransitionStartBullet,2
weapon_awp,m_nSecondaryReserveAmmoMax,0
weapon_awp,m_nSpreadSeed,0
weapon_awp,m_nTracerFrequency,1
weapon_awp,m_nZoomFOV1,40
weapon_awp,m_nZoomFOV2,10
weapon_awp,m_nZoomLevels,2
weapon_awp,m_szAnimSkeleton,animation/skeletons/weapons/awp.vnmskel
weapon_awp,m_szName,weapon_awp
weapon_awp,m_szTracerParticle,particles/weapons/cs_weapon_fx/weapon_tracers_rifle.vpcf
weapon_awp,m_szWorldModel,weapons/models/awp/weapon_snip_awp.vmdl
weapon_awp,m_vecMuzzlePos0,54.128|-5.022|-3.124
weapon_g3sg1,_base,weapon_g3sg1_prefab
weapon_g3sg1,_class,weapon_g3sg1
weapon_g3sg1,_not_pickable,1
weapon_g3sg1,m_GearSlot,GEAR_SLOT_RIFLE
weapon_g3sg1,m_GearSlotPosition,0
weapon_g3sg1,m_WeaponType,WEAPONTYPE_SNIPER_RIFLE
weapon_g3sg1,m_bAllowFlipping,true
weapon_g3sg1,m_bAutoSwitchFrom,true
weapon_g3sg1,m_bAutoSwitchTo,true
weapon_g3sg1,m_bBuiltRightHanded,true
weapon_g3sg1,m_bCannotShootUnderwater,false
weapon_g3sg1,m_bHasBurstMode,false
weapon_g3sg1,m_bHideViewModelWhenZoomed,true
weapon_g3sg1,m_bIsFullAuto,true
weapon_g3sg1,m_bIsRevolver,false
weapon_g3sg1,m_bMeleeWeapon,false
weapon_g3sg1,m_bReserveAmmoAsClips,true
weapon_g3sg1,m_bUnzoomsAfterShot,false
weapon_g3sg1,m_eSilencerType,WEAPONSILENCER_NONE
weapon_g3sg1,m_flArmorRatio,1.65
weapon_g3sg1,m_flAttackMovespeedFactor,1.0
weapon_g3sg1,m_flCycleTime,0.25
weapon_g3sg1,m_flCycleTimeWhenInBurstMode,0.0
weapon_g3sg1,m_flDeployDuration,1.0
weapon_g3sg1,m_flDisallowAttackAfterReloadStartDuration,4.666667
weapon_g3sg1,m_flFlinchVelocityModifierLarge,0.5
weapon_g3sg1,m_flFlinchVelocityModifierSmall,0.65
weapon_g3sg1,m_flHeadshotMultiplier,4.0
weapon_g3sg1,m_flInaccuracyAltSoundThreshold,0.0
weapon_g3sg1,m_flInaccuracyCrouch,0.01935|0.0015
weapon_g3sg1,m_flInaccuracyFire,0.01861|0.01861
weapon_g3sg1,m_flInaccuracyJump,0.15377|0.15377
weapon_g3sg1,m_flInaccuracyJumpApex,0.0
weapon_g3sg1,m_flInaccuracyJumpInitial,0.10769
weapon_g3sg1,m_flInaccuracyLadder,0.11639|0.11639
weapon_g3sg1,m_flInaccuracyLand,0.000262|0.000262
weapon_g3sg1,m_flInaccuracyMove,0.15048|0.15048
weapon_g3sg1,m_flInaccuracyPitchShift,0.0
weapon_g3sg1,m_flInaccuracyReload,0.0
weapon_g3sg1,m_flInaccuracyStand,0.0258|0.002
weapon_g3sg1,m_flMaxSpeed,215.0|120.0
weapon_g3sg1,m_flPenetration,2.5
weapon_g3sg1,m_flRange,8192.0
weapon_g3sg1,m_flRangeModifier,0.98
weapon_g3sg1,m_flRecoilAngle,0.0|0.0
weapon_g3sg1,m_flRecoilAngleVariance,30.0|30.0
weapon_g3sg1,m_flRecoilMagnitude,30.0|30.0
weapon_g3sg1,m_flRecoilMagnitudeVariance,4.0|4.0
weapon_g3sg1,m_flRecoveryTimeCrouch,0.388808
weapon_g3sg1,m_flRecoveryTimeCrouchFinal,0.388808
weapon_g3sg1,m_flRecoveryTimeStand,0.544331
weapon_g3sg1,m_flRecoveryTimeStandFinal,0.544331
weapon_g3sg1,m_flSpread,0.0003|0.0003
weapon_g3sg1,m_flTimeBetweenBurstShots,0.0
weapon_g3sg1,m_flZoomTime0,0.05
weapon_g3sg1,m_flZoomTime1,0.05
weapon_g3sg1,m_flZoomTime2,0.05
weapon_g3sg1,m_iDefaultClip1,-1
weapon_g3sg1,m_iDefaultClip2,-1
weapon_g3sg1,m_iMaxClip1,20
weapon_g3sg1,m_iMaxClip2,0
weapon_g3sg1,m_iRumbleEffect,4
weapon_g3sg1,m_iWeight,20
weapon_g3sg1,m_nCrosshairDeltaDistance,4
weapon_g3sg1,m_nCrosshairMinDistance,6
weapon_g3sg1,m_nDamage,80
weapon_g3sg1,m_nKillAward,300
weapon_g3sg1,m_nNumBullets,1
weapon_g3sg1,m_nPrice,5000
weapon_g3sg1,m_nPrimaryAmmoType,BULLET_PLAYER_762MM
weapon_g3sg1,m_nPrimaryReserveAmmoMax,2
weapon_g3sg1,m_nRecoilSeed,29908
weapon_g3sg1,m_nRecoveryTransitionEndBullet,5
weapon_g3sg1,m_nRecoveryTransitionStartBullet,2
weapon_g3sg1,m_nSecondaryReserveAmmoMax,0
weapon_g3sg1,m_nSpreadSeed,0
weapon_g3sg1,m_nTracerFrequency,1
weapon_g3sg1,m_nZoomFOV1,40
weapon_g3sg1,m_nZoomFOV2,15
weapon_g3sg1,m_nZoomLevels,2
weapon_g3sg1,m_szAnimSkeleton,animation/skeletons/weapons/g3sg1.vnmskel
weapon_g3sg1,m_szName,weapon_g3sg1
weapon_g3sg1,m_szTracerParticle,particles/weapons/cs_weapon_fx/weapon_tracers_rifle_ssg.vpcf
weapon_g3sg1,m_szWorldModel,weapons/models/g3sg1/weapon_snip_g3sg1.vmdl
weapon_g3sg1,m_vecMuzzlePos0,45.492|-5.287|-4.119
weapon_scar20,_base,weapon_scar20_prefab
weapon_scar20,_class,weapon_scar20
weapon_scar20,_not_pickable,1
weapon_scar20,m_GearSlot,GEAR_SLOT_RIFLE
weapon_scar20,m_GearSlotPosition,0
weapon_scar20,m_WeaponType,WEAPONTYPE_SNIPER_RIFLE
weapon_scar20,m_bAllowFlipping,true
weapon_scar20,m_bAutoSwitchFrom,true
weapon_scar20,m_bAutoSwitchTo,true
weapon_scar20,m_bBuiltRightHanded,true
weapon_scar20,m_bCannotShootUnderwater,false
weapon_scar20,m_bHasBurstMode,false
weapon_scar20,m_bHideViewModelWhenZoomed,true
weapon_scar20,m_bIsFullAuto,true
weapon_scar20,m_bIsRevolver,false
weapon_scar20,m_bMeleeWeapon,false
weapon_scar20,m_bReserveAmmoAsClips,true
weapon_scar20,m_bUnzoomsAfterShot,false
weapon_scar20,m_eSilencerType,WEAPONSILENCER_NONE
weapon_scar20,m_flArmorRatio,1.65
weapon_scar20,m_flAttackMovespeedFactor,1.0
weapon_scar20,m_flCycleTime,0.25
weapon_scar20,m_flCycleTimeWhenInBurstMode,0.0
weapon_scar20,m_flDeployDuration,1.0
weapon_scar20,m_flDisallowAttackAfterReloadStartDuration,3.066667
weapon_scar20,m_flFlinchVelocityModifierLarge,0.35
weapon_scar20,m_flFlinchVelocityModifierSmall,0.4
weapon_scar20,m_flHeadshotMultiplier,4.0
weapon_scar20,m_flInaccuracyAltSoundThreshold,0.0
weapon_scar20,m_flInaccuracyCrouch,0.01935|0.0015
weapon_scar20,m_flInaccuracyFire,0.01861|0.01861
weapon_scar20,m_flInaccuracyJump,0.15377|0.15377
weapon_scar20,m_flInaccuracyJumpApex,0.0
weapon_scar20,m_flInaccuracyJumpInitial,0.10769
weapon_scar20,m_flInaccuracyLadder,0.11639|0.11639
weapon_scar20,m_flInaccuracyLand,0.000262|0.000262
weapon_scar20,m_flInaccuracyMove,0.15048|0.15048
weapon_scar20,m_flInaccuracyPitchShift,0.0
weapon_scar20,m_flInaccuracyReload,0.0
weapon_scar20,m_flInaccuracyStand,0.0258|0.002
weapon_scar20,m_flMaxSpeed,215.0|120.0
weapon_scar20,m_flPenetration,2.5
weapon_scar20,m_flRange,8192.0
weapon_scar20,m_flRangeModifier,0.98
weapon_scar20,m_flRecoilAngle,0.0|0.0
weapon_scar20,m_flRecoilAngleVariance,30.0|30.0
weapon_scar20,m_flRecoilMagnitude,31.0|31.0
weapon_scar20,m_flRecoilMagnitudeVariance,4.0|4.0
weapon_scar20,m_flRecoveryTimeCrouch,0.388808
weapon_scar20,m_flRecoveryTimeCrouchFinal,0.388808
weapon_scar20,m_flRecoveryTimeStand,0.544331
weapon_scar20,m_flRecoveryTimeStandFinal,0.544331
weapon_scar20,m_flSpread,0.0003|0.0003
weapon_scar20,m_flTimeBetweenBurstShots,0.0
weapon_scar20,m_flZoomTime0,0.05
weapon_scar20,m_flZoomTime1,0.05
weapon_scar20,m_flZoomTime2,0.05
weapon_scar20,m_iDefaultClip1,-1
weapon_scar20,m_iDefaultClip2,-1
weapon_scar20,m_iMaxClip1,20
weapon_scar20,m_iMaxClip2,0
weapon_scar20,m_iRumbleEffect,4
weapon_scar20,m_iWeight,20
weapon_scar20,m_nCrosshairDeltaDistance,4
weapon_scar20,m_nCrosshairMinDistance,6
weapon_scar20,m_nDamage,80
weapon_scar20,m_nKillAward,300
weapon_scar20,m_nNumBullets,1
weapon_scar20,m_nPrice,5000
weapon_scar20,m_nPrimaryAmmoType,BULLET_PLAYER_762MM
weapon_scar20,m_nPrimaryReserveAmmoMax,2
weapon_scar20,m_nRecoilSeed,19364
weapon_scar20,m_nRecoveryTransitionEndBullet,5
weapon_scar20,m_nRecoveryTransitionStartBullet,2
weapon_scar20,m_nSecondaryReserveAmmoMax,0
weapon_scar20,m_nSpreadSeed,0
weapon_scar20,m_nTracerFrequency,1
weapon_scar20,m_nZoomFOV1,40
weapon_scar20,m_nZoomFOV2,15
weapon_scar20,m_nZoomLevels,2
weapon_scar20,m_szAnimSkeleton,animation/skeletons/weapons/scar20.vnmskel
weapon_scar20,m_szName,weapon_scar20
weapon_scar20,m_szTracerParticle,particles/weapons/cs_weapon_fx/weapon_tracers_rifle_scar.vpcf
weapon_scar20,m_szWorldModel,weapons/models/scar20/weapon_snip_scar20.vmdl
weapon_scar20,m_vecMuzzlePos0,44.474|-5.69|-4.37
